frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,pitch,yaw,roll,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
11045,0.99516,-0.095272,-0.024275,0.083876,0.95152,-0.29593,0.051291,0.29246,0.9549,17.218,-1.391,5.4686,0.14894,-0.019128,0.045348,0.98762,0.9495,-0.12194,0.2891,18.05,21.332,132.22,-589.2,0.034373,0.18612,-0.60499,-0.028729,0.19735,-0.65746,0.0084957,0.19076,-0.67401,0.087506,0.17106,-0.65224
11047,0.99561,-0.091684,-0.018972,0.081026,0.94528,-0.31605,0.046911,0.31313,0.94855,18.428,-1.0871,5.2614,0.15952,-0.016703,0.043787,0.98608,0.95945,-0.10047,0.26337,19.141,20.193,133.4,-594.23,0.032893,0.18709,-0.61099,-0.029998,0.19683,-0.66383,0.0072719,0.19021,-0.68005,0.086443,0.17103,-0.65755
11049,0.99596,-0.088648,-0.014339,0.078744,0.93889,-0.33508,0.043167,0.33259,0.94208,19.579,-0.82158,5.0863,0.16955,-0.014603,0.042507,0.9845,0.96661,-0.083252,0.24234,20.204,19.568,134.33,-596.58,0.031953,0.18779,-0.61427,-0.030892,0.19615,-0.66753,0.0064793,0.1895,-0.68356,0.0856,0.17081,-0.66057
11051,0.99682,-0.079407,-0.0067225,0.072012,0.93368,-0.35079,0.034132,0.34919,0.93643,20.536,-0.38518,4.5546,0.17798,-0.010388,0.038501,0.98323,0.97581,-0.056953,0.21108,21.019,18.337,135.02,-600.05,0.03034,0.18828,-0.61859,-0.032177,0.19512,-0.67233,0.005284,0.18855,-0.688,0.084403,0.17105,-0.66418
11055,0.9973,-0.073359,0.0022478,0.069129,0.92864,-0.36449,0.024651,0.36367,0.9312,21.377,0.12879,4.2069,0.18538,-0.0057037,0.036276,0.98198,0.98094,-0.030181,0.19195,21.787,16.611,135.79,-603.64,0.028364,0.18887,-0.62285,-0.033775,0.19446,-0.67717,0.003885,0.18796,-0.69234,0.082881,0.17122,-0.66762
11060,0.99794,-0.062189,0.015827,0.063716,0.93094,-0.35956,0.0076263,0.35983,0.93299,21.076,0.90688,3.5659,0.18304,0.0020866,0.032034,0.98258,0.98497,0.011229,0.17238,21.419,14.291,136.11,-604.12,0.025788,0.18937,-0.62299,-0.035639,0.19453,-0.67817,0.0022366,0.18846,-0.69285,0.081078,0.1726,-0.66707
11062,0.99801,-0.059736,0.019958,0.062964,0.93893,-0.33831,0.0014696,0.33889,0.94082,19.778,1.1436,3.4253,0.17195,0.0046945,0.031155,0.9846,0.98362,0.026855,0.17822,20.135,13.253,135.51,-601.3,0.024856,0.18914,-0.61902,-0.036325,0.19545,-0.67445,0.0016691,0.18966,-0.68907,0.080378,0.17367,-0.66309
11064,0.99806,-0.05768,0.023625,0.062204,0.9459,-0.31843,-0.00398,0.31928,0.94765,18.573,1.3537,3.3076,0.16163,0.0069967,0.030385,0.98636,0.9819,0.042504,0.18459,18.949,12.573,134.77,-598.41,0.024305,0.1887,-0.61508,-0.036614,0.1961,-0.67063,0.0014871,0.19054,-0.68527,0.080038,0.17445,-0.65919
11066,0.99778,-0.057393,0.033673,0.064384,0.96052,-0.27067,-0.016808,0.27224,0.96208,15.714,1.9297,3.292,0.1371,0.012748,0.030752,0.99,0.97176,0.090356,0.21797,16.221,11.5,132.57,-593.25,0.023583,0.18718,-0.60726,-0.036616,0.19734,-0.66316,0.0016695,0.19233,-0.67755,0.079914,0.17539,-0.65123
11067,0.9977,-0.056232,0.037815,0.06399,0.96544,-0.25266,-0.0223,0.2545,0.96681,14.646,2.1671,3.2259,0.12792,0.015162,0.030322,0.99121,0.96663,0.11457,0.22913,15.209,11.269,131.77,-591.28,0.023391,0.18662,-0.60426,-0.036522,0.19773,-0.66027,0.001843,0.193,-0.6745,0.079961,0.1758,-0.6481
11072,0.99598,-0.060506,0.066119,0.070166,0.98539,-0.1552,-0.055762,0.15922,0.98567,8.9482,3.7911,3.4765,0.078931,0.030597,0.032803,0.99587,0.86941,0.33702,0.36132,10.418,9.0709,126.56,-576.86,0.021979,0.18226,-0.58434,-0.036084,0.19907,-0.64109,0.002737,0.19528,-0.65441,0.080006,0.17611,-0.62709
11074,0.99531,-0.059312,0.076433,0.068829,0.98931,-0.1286,-0.067988,0.13326,0.98875,7.4105,4.3836,3.4103,0.065683,0.036226,0.032142,0.99666,0.80487,0.44391,0.39387,9.3619,8.3862,124.67,-572.15,0.021148,0.18059,-0.57798,-0.0363,0.19869,-0.63499,0.0026897,0.1954,-0.64791,0.079702,0.17571,-0.62037
11076,0.99389,-0.064061,0.089894,0.073081,0.99221,-0.10093,-0.082728,0.10689,0.99082,5.8166,5.1575,3.6879,0.052106,0.043281,0.034385,0.99711,0.68593,0.56975,0.45265,8.7132,6.702,122.62,-565.37,0.019553,0.17868,-0.56943,-0.036959,0.19838,-0.62671,0.0022903,0.19544,-0.63917,0.078938,0.1747,-0.61136
11078,0.99297,-0.062079,0.10075,0.070074,0.9945,-0.077855,-0.095362,0.084368,0.99186,4.4882,5.7823,3.5774,0.040661,0.049155,0.033124,0.99741,0.56568,0.68385,0.46082,8.2439,5.6781,121.09,-561.54,0.018551,0.17723,-0.56432,-0.037336,0.19808,-0.62185,0.0020549,0.19539,-0.63389,0.07837,0.17459,-0.60552
11080,0.99182,-0.064318,0.11027,0.070163,0.99628,-0.049975,-0.10665,0.057303,0.99264,2.8821,6.3311,3.7103,0.026884,0.054362,0.033701,0.99759,0.38749,0.78352,0.48574,7.9569,4.7078,119.1,-558.61,0.017686,0.17527,-0.55978,-0.037609,0.19773,-0.61742,0.0019116,0.19529,-0.62909,0.077888,0.17387,-0.60026
11081,0.99074,-0.061828,0.12087,0.066052,0.99733,-0.031256,-0.11861,0.038951,0.99218,1.8044,6.9423,3.571,0.017595,0.06002,0.032049,0.99753,0.25036,0.85402,0.45603,8.06,4.2435,117.56,-555.72,0.016879,0.17382,-0.55567,-0.037841,0.19703,-0.6136,0.0017813,0.19507,-0.62482,0.077456,0.17338,-0.59554
11083,0.9894,-0.065073,0.12983,0.067266,0.99766,-0.012577,-0.1287,0.021176,0.99146,0.72677,7.4595,3.7629,0.0084611,0.064807,0.033174,0.99731,0.11544,0.8842,0.45262,8.4064,3.5094,115.96,-553.32,0.016057,0.17222,-0.55205,-0.038112,0.19651,-0.61021,0.0016341,0.19481,-0.62101,0.077062,0.17238,-0.59151
11086,0.98693,-0.06892,0.14568,0.067734,0.99762,0.013094,-0.14624,-0.0030548,0.98924,-0.75833,8.3769,3.9947,-0.0040504,0.073221,0.034276,0.99672,-0.050037,0.90455,0.42343,9.2861,2.6635,113.43,-548.34,0.014814,0.16971,-0.54525,-0.038334,0.1953,-0.60382,0.0016061,0.19415,-0.61387,0.0765,0.17053,-0.58376
11089,0.98469,-0.074962,0.15737,0.070256,0.99691,0.035265,-0.15952,-0.023669,0.98691,-2.0465,9.0541,4.3534,-0.014792,0.079536,0.036448,0.99606,-0.1667,0.89637,0.41077,10.181,1.6603,111.38,-544.86,0.01397,0.16754,-0.54043,-0.038292,0.19453,-0.5991,0.0017664,0.19346,-0.60871,0.07625,0.1691,-0.57833
11092,0.98311,-0.075,0.16693,0.067134,0.99637,0.05228,-0.17025,-0.04019,0.98458,-3.0395,9.6094,4.3625,-0.023222,0.084676,0.035694,0.9955,-0.24501,0.89339,0.3766,10.877,1.353,109.68,-541.75,0.013295,0.16581,-0.53618,-0.038399,0.19356,-0.595,0.0017622,0.19288,-0.60416,0.075903,0.16807,-0.57345
11095,0.98129,-0.079836,0.17521,0.06758,0.9949,0.074843,-0.18029,-0.061602,0.98168,-4.3598,10.091,4.6512,-0.034292,0.089348,0.03705,0.99472,-0.33416,0.87063,0.36102,11.781,0.63061,107.75,-539.44,0.012614,0.16372,-0.53254,-0.038479,0.19285,-0.59131,0.0017827,0.19227,-0.60001,0.075553,0.16674,-0.56906
11102,0.97721,-0.089835,0.19235,0.07121,0.99227,0.10166,-0.19999,-0.085644,0.97605,-5.9461,11.09,5.2525,-0.047148,0.098759,0.040538,0.99317,-0.404,0.84624,0.34736,13.404,-0.95743,104.89,-535.55,0.01104,0.16062,-0.52692,-0.038746,0.19148,-0.58593,0.0017018,0.19102,-0.59386,0.074627,0.16417,-0.56221
11108,0.97569,-0.090587,0.19954,0.075531,0.99378,0.08183,-0.20571,-0.064769,0.97647,-4.7903,11.51,5.3044,-0.0369,0.10201,0.041813,0.99322,-0.31741,0.87744,0.35967,13.352,-1.3346,106.48,-536.94,0.010782,0.16233,-0.52932,-0.038519,0.19218,-0.58924,0.001948,0.19142,-0.59687,0.074604,0.16477,-0.56433
11111,0.97532,-0.090729,0.2013,0.079684,0.99487,0.062324,-0.20592,-0.044746,0.97755,-3.648,11.613,5.3146,-0.026944,0.10248,0.042884,0.99345,-0.23571,0.89649,0.37516,13.127,-1.5343,108.17,-539.26,0.011039,0.16408,-0.53285,-0.038099,0.193,-0.59324,0.0023607,0.19176,-0.60091,0.074911,0.16563,-0.56764
11119,0.97446,-0.087261,0.20691,0.092409,0.9956,-0.01533,-0.20466,0.034058,0.97824,0.89778,11.941,5.117,0.012427,0.10356,0.04521,0.99352,0.10932,0.91098,0.39769,13.055,-0.7299,114.68,-548.86,0.012762,0.17071,-0.54693,-0.036137,0.19557,-0.60935,0.0043077,0.19304,-0.61693,0.076646,0.16879,-0.58148
11121,0.97389,-0.084683,0.21066,0.095174,0.99465,-0.040154,-0.20613,0.059155,0.97674,2.3541,12.161,4.9696,0.024999,0.10492,0.045275,0.99314,0.21372,0.89694,0.38706,13.435,-0.75698,116.5,-551.82,0.013167,0.17245,-0.55141,-0.035517,0.19597,-0.61443,0.0048912,0.19294,-0.62197,0.077079,0.16971,-0.58578
11123,0.97316,-0.07861,0.21626,0.096437,0.99265,-0.073141,-0.20893,0.092034,0.97359,4.2963,12.49,4.6182,0.04161,0.10711,0.044097,0.9924,0.33807,0.87026,0.35828,14.14,-0.69138,119.13,-554.47,0.013501,0.17499,-0.55599,-0.034908,0.1965,-0.61977,0.0055111,0.19301,-0.62715,0.077581,0.17115,-0.58994
11125,0.97191,-0.073186,0.22366,0.097593,0.99018,-0.10008,-0.21414,0.1191,0.96951,5.8937,12.924,4.3063,0.05527,0.1104,0.043065,0.99141,0.42269,0.84431,0.32935,15.027,-0.136,121.06,-557.83,0.013781,0.17694,-0.56067,-0.034281,0.19656,-0.62532,0.0061923,0.19311,-0.63234,0.078015,0.17189,-0.59422
11127,0.96959,-0.074089,0.23324,0.10546,0.98653,-0.12503,-0.22083,0.14582,0.96435,7.3872,13.488,4.3696,0.068396,0.11466,0.04534,0.99001,0.48507,0.81321,0.32156,16.212,-0.4072,123.16,-563.65,0.014075,0.1788,-0.5679,-0.033346,0.19714,-0.63342,0.0071657,0.1931,-0.64002,0.078597,0.17248,-0.60047
11130,0.96704,-0.069897,0.24483,0.10996,0.98193,-0.15399,-0.22964,0.17584,0.95726,9.1387,14.172,4.1341,0.083441,0.12003,0.0455,0.98821,0.545,0.784,0.29719,17.614,-0.65076,125.35,-569.0,0.014184,0.18076,-0.57485,-0.032514,0.19728,-0.64133,0.0080087,0.19282,-0.64742,0.078989,0.17334,-0.60655
11132,0.96561,-0.066284,0.2514,0.11227,0.97846,-0.17325,-0.2345,0.19552,0.95225,10.312,14.56,3.9269,0.093412,0.12308,0.045229,0.98696,0.58021,0.76448,0.28093,18.529,-0.87402,126.65,-572.29,0.014191,0.18187,-0.57923,-0.032118,0.19715,-0.64624,0.008449,0.19242,-0.65208,0.079145,0.17379,-0.61021
11134,0.9643,-0.061493,0.25757,0.11297,0.97525,-0.19009,-0.23951,0.2124,0.94738,11.346,14.926,3.6488,0.10208,0.12606,0.044245,0.98576,0.60711,0.74978,0.26315,19.359,-0.78138,127.77,-575.49,0.014088,0.18293,-0.58324,-0.031846,0.1969,-0.65073,0.008708,0.19226,-0.65624,0.079189,0.17417,-0.61384
11136,0.96328,-0.057005,0.26237,0.11385,0.97173,-0.20685,-0.24316,0.22913,0.94254,12.378,15.211,3.3867,0.1107,0.12836,0.043382,0.98457,0.6327,0.73363,0.24794,20.154,-0.63289,128.86,-578.39,0.013965,0.18398,-0.58694,-0.031716,0.19662,-0.65488,0.0088518,0.19213,-0.6601,0.079168,0.17444,-0.61709
11139,0.96199,-0.053106,0.26786,0.11726,0.9662,-0.22958,-0.24661,0.25227,0.93571,13.786,15.537,3.1598,0.12257,0.13086,0.043336,0.98284,0.66446,0.70943,0.23493,21.259,-1.1614,130.5,-582.56,0.013671,0.18535,-0.59239,-0.031677,0.19649,-0.66076,0.008937,0.19173,-0.66579,0.079065,0.17495,-0.62198
11141,0.96121,-0.043629,0.27235,0.11411,0.96185,-0.24864,-0.25112,0.27007,0.92952,14.976,15.804,2.5988,0.13214,0.13335,0.040182,0.9814,0.68828,0.69459,0.2093,22.137,-1.2062,131.69,-585.17,0.013403,0.1864,-0.59603,-0.031735,0.19595,-0.66484,0.0088461,0.1913,-0.66958,0.078854,0.17567,-0.62518
11144,0.96042,-0.034838,0.27637,0.11226,0.95642,-0.26955,-0.25494,0.28991,0.92248,16.289,16.044,2.0774,0.14276,0.13558,0.037536,0.97971,0.71228,0.67644,0.18728,23.124,-1.466,132.89,-589.71,0.012889,0.18743,-0.60169,-0.032037,0.19527,-0.67082,0.0085597,0.19074,-0.6753,0.078399,0.17616,-0.63033
11146,0.95954,-0.02509,0.28046,0.10881,0.9517,-0.28712,-0.25971,0.30602,0.91592,17.405,16.288,1.4978,0.1516,0.13806,0.034222,0.97816,0.72926,0.66414,0.16463,23.996,-1.4501,133.76,-592.76,0.012446,0.18822,-0.60562,-0.03228,0.19444,-0.67512,0.0083293,0.19022,-0.67928,0.077963,0.17656,-0.63371
11148,0.95836,-0.021423,0.28474,0.11185,0.94567,-0.30529,-0.26273,0.32443,0.90869,18.571,16.543,1.2805,0.16125,0.14019,0.034125,0.97631,0.74523,0.64789,0.15771,24.993,-2.3574,134.97,-595.6,0.011868,0.18908,-0.60953,-0.03254,0.19409,-0.67927,0.0080513,0.18958,-0.68328,0.077563,0.17685,-0.63708
11150,0.95679,-0.010318,0.2906,0.10758,0.94102,-0.32078,-0.27016,0.33818,0.90147,19.588,16.894,0.61784,0.16904,0.14385,0.030242,0.97459,0.7546,0.64215,0.13501,25.889,-2.1698,135.5,-598.81,0.011247,0.18965,-0.6134,-0.032806,0.19294,-0.68358,0.0077894,0.18907,-0.68714,0.077112,0.17699,-0.64052
11152,0.95542,-0.0086611,0.29513,0.11248,0.93487,-0.33669,-0.27299,0.35488,0.89417,20.634,17.165,0.51938,0.17775,0.14602,0.031136,0.97268,0.76572,0.62903,0.13413,26.845,-2.8167,136.24,-601.76,0.010597,0.19016,-0.61716,-0.033137,0.19227,-0.68758,0.007484,0.1884,-0.69085,0.076603,0.17659,-0.64377
11154,0.95374,0.00085751,0.30063,0.1101,0.92952,-0.35194,-0.27975,0.36876,0.88643,21.655,17.495,-0.051515,0.1856,0.14946,0.028133,0.97079,0.77348,0.62288,0.11724,27.767,-3.056,137.03,-604.44,0.0098552,0.19086,-0.62057,-0.033486,0.19142,-0.69137,0.0070584,0.18796,-0.69432,0.075988,0.17691,-0.64663
11157,0.9519,0.010799,0.30623,0.1085,0.92275,-0.3698,-0.28657,0.38524,0.87719,22.859,17.832,-0.64998,0.1949,0.15302,0.02522,0.96848,0.7825,0.61436,0.10125,28.846,-4.2268,137.96,-608.35,0.0087084,0.19146,-0.62551,-0.034198,0.19049,-0.6965,0.0064312,0.18702,-0.69918,0.075009,0.1774,-0.6507
11160,0.95012,0.015606,0.31149,0.11173,0.91543,-0.38665,-0.29118,0.40217,0.86803,24.01,18.149,-0.94102,0.20412,0.15595,0.024872,0.96612,0.79092,0.60428,0.096375,29.912,-5.4347,138.77,-611.38,0.0075204,0.19197,-0.62945,-0.035,0.18963,-0.7007,0.005655,0.18618,-0.70309,0.074026,0.17722,-0.65416
11165,0.9481,0.03068,0.31649,0.10122,0.91444,-0.39185,-0.30144,0.40355,0.86388,24.399,18.451,-1.8534,0.20602,0.16005,0.01827,0.9652,0.78777,0.612,0.069858,30.321,-6.5075,138.83,-614.64,0.0053167,0.19225,-0.63285,-0.036745,0.18866,-0.70429,0.003875,0.18616,-0.70628,0.072077,0.17793,-0.65704
11171,0.94595,0.038022,0.32208,0.091872,0.92101,-0.37855,-0.31104,0.38768,0.86773,23.569,18.789,-2.3018,0.19825,0.16381,0.013932,0.96627,0.76976,0.63604,0.054098,29.848,-8.7988,138.71,-613.4,0.0026901,0.19245,-0.63086,-0.03891,0.18944,-0.70253,0.0017143,0.18729,-0.70442,0.069751,0.17947,-0.65481
11174,0.94478,0.034959,0.32584,0.086743,0.93215,-0.35152,-0.31602,0.36037,0.87765,21.827,19.017,-2.1191,0.1837,0.16563,0.013362,0.96884,0.74161,0.66866,0.053946,28.683,-10.706,137.86,-610.27,0.00098528,0.19201,-0.62627,-0.040409,0.19101,-0.69806,0.00032664,0.18878,-0.69992,0.068195,0.18054,-0.65031
11176,0.94313,0.034049,0.33067,0.082219,0.93994,-0.33129,-0.32209,0.33964,0.88369,20.551,19.309,-2.0676,0.17285,0.16817,0.01241,0.97041,0.71579,0.69642,0.051392,27.947,-12.1,137.51,-606.99,-0.00055878,0.19202,-0.62183,-0.041665,0.19234,-0.69382,-0.00084471,0.19031,-0.69566,0.066928,0.18156,-0.64605
11177,0.94178,0.036992,0.33418,0.073959,0.94679,-0.31324,-0.32798,0.31972,0.88894,19.411,19.522,-2.2494,0.16283,0.17034,0.00951,0.97179,0.69043,0.72227,0.040323,27.283,-12.755,136.47,-605.76,-0.0014077,0.19128,-0.6196,-0.042303,0.19269,-0.69167,-0.0014322,0.19086,-0.69334,0.066243,0.18216,-0.64354
11179,0.93854,0.034727,0.34341,0.071708,0.9536,-0.29241,-0.33763,0.29906,0.89251,18.14,20.085,-2.119,0.15202,0.17504,0.0095047,0.97271,0.65516,0.75438,0.040963,26.833,-14.12,135.88,-601.96,-0.00331,0.19113,-0.61445,-0.043605,0.1937,-0.68696,-0.0027217,0.1924,-0.68818,0.064627,0.1826,-0.63827
11180,0.93686,0.033601,0.34809,0.067563,0.95923,-0.27443,-0.34312,0.28062,0.89639,17.022,20.371,-2.0541,0.14251,0.17747,0.0087197,0.97371,0.62567,0.77915,0.038282,26.332,-15.601,134.91,-600.35,-0.0042949,0.19024,-0.61196,-0.044262,0.19424,-0.68443,-0.0033118,0.19261,-0.68566,0.063822,0.18305,-0.63535
11182,0.93225,0.031156,0.36048,0.063023,0.96707,-0.24657,-0.3563,0.25258,0.89959,15.328,21.13,-1.9142,0.12805,0.18388,0.0081749,0.97454,0.57109,0.82008,0.03646,25.914,-16.794,133.57,-596.77,-0.0064014,0.18944,-0.60653,-0.045529,0.19492,-0.67944,-0.0045945,0.1941,-0.6801,0.062082,0.18304,-0.62953
11184,0.92736,0.029309,0.37302,0.057331,0.97403,-0.21906,-0.36975,0.22453,0.90159,13.657,21.902,-1.8102,0.11374,0.19044,0.0071846,0.97506,0.51247,0.8581,0.032372,25.646,-19.241,132.22,-593.08,-0.0085124,0.18827,-0.60134,-0.04678,0.19571,-0.67446,-0.0057487,0.19473,-0.67481,0.060389,0.18359,-0.62359
11186,0.92289,0.023551,0.38434,0.057469,0.97852,-0.19796,-0.38074,0.20478,0.90172,12.382,22.603,-1.4618,0.10326,0.19616,0.0086963,0.97508,0.46545,0.88421,0.0392,25.635,-21.145,131.09,-589.43,-0.010487,0.18733,-0.59639,-0.047909,0.1962,-0.66976,-0.0068963,0.19534,-0.66969,0.058732,0.18326,-0.61806
11188,0.91849,0.021101,0.39488,0.053728,0.98266,-0.17748,-0.39178,0.18423,0.90143,11.138,23.259,-1.3161,0.092745,0.20171,0.0083659,0.97501,0.41746,0.90791,0.037656,25.672,-22.433,129.73,-586.15,-0.012214,0.18619,-0.59182,-0.048921,0.19627,-0.66546,-0.0078603,0.19577,-0.66488,0.057247,0.18286,-0.61285
11190,0.91455,0.016774,0.40412,0.052075,0.98594,-0.15877,-0.4011,0.16625,0.90082,9.996,23.836,-1.0508,0.083353,0.2065,0.0090529,0.97485,0.37399,0.92654,0.040619,25.756,-23.962,128.58,-583.05,-0.013815,0.18516,-0.58759,-0.049847,0.19651,-0.66144,-0.0088179,0.19609,-0.66046,0.055887,0.18249,-0.60812
11192,0.91164,0.010112,0.41086,0.050861,0.98924,-0.1372,-0.40782,0.14597,0.90132,8.6552,24.259,-0.63548,0.072612,0.20993,0.010449,0.97496,0.32653,0.94402,0.046988,25.697,-25.738,127.35,-580.45,-0.015207,0.18394,-0.58381,-0.050746,0.19697,-0.65755,-0.0096612,0.19627,-0.65642,0.054689,0.18218,-0.60377
11195,0.90772,0.0071593,0.41952,0.047251,0.99175,-0.11916,-0.41692,0.12799,0.89989,7.5431,24.804,-0.45189,0.063398,0.21456,0.010284,0.9746,0.28307,0.958,0.045919,25.884,-26.564,126.0,-576.41,-0.016903,0.1828,-0.57854,-0.051819,0.19674,-0.65243,-0.010765,0.19665,-0.65077,0.053186,0.18134,-0.59807
11197,0.90528,0.0025143,0.4248,0.042236,0.9945,-0.095894,-0.4227,0.10475,0.90019,6.0806,25.138,-0.15913,0.051465,0.21738,0.010188,0.97468,0.23014,0.97209,0.045561,25.844,-27.883,124.46,-574.74,-0.017901,0.18124,-0.57563,-0.052457,0.19691,-0.64919,-0.011376,0.19656,-0.64744,0.052391,0.18102,-0.59459
11201,0.9032,-0.0075878,0.42916,0.04538,0.99593,-0.077897,-0.42682,0.089832,0.89986,4.9475,25.414,0.48134,0.043027,0.21958,0.013588,0.97455,0.19194,0.97953,0.060614,25.908,-29.174,122.98,-569.92,-0.019119,0.17976,-0.56973,-0.05327,0.19678,-0.6431,-0.012157,0.19634,-0.64111,0.051356,0.17962,-0.58834
11204,0.90185,-0.015684,0.43177,0.044569,0.99739,-0.056862,-0.42975,0.070525,0.90019,3.6144,25.58,0.99634,0.032677,0.22099,0.015456,0.97461,0.14592,0.98689,0.069021,25.88,-29.799,121.3,-567.21,-0.019557,0.17802,-0.56585,-0.053503,0.19665,-0.63896,-0.012385,0.19606,-0.63698,0.051004,0.17853,-0.5843
11208,0.90086,-0.025431,0.43336,0.047415,0.99807,-0.039997,-0.43151,0.056579,0.90033,2.5437,25.681,1.617,0.024774,0.22185,0.018686,0.97459,0.11059,0.99036,0.083417,25.89,-30.214,119.72,-563.56,-0.019952,0.17641,-0.5612,-0.053753,0.19637,-0.63433,-0.012649,0.19571,-0.63219,0.050524,0.17699,-0.57971
11212,0.89783,-0.034128,0.43903,0.04557,0.99884,-0.015547,-0.43799,0.033965,0.89834,0.99149,26.042,2.1768,0.012708,0.2251,0.020455,0.97404,0.056135,0.99433,0.090358,26.168,-30.858,117.81,-560.89,-0.020917,0.17448,-0.55704,-0.054263,0.19608,-0.62999,-0.01316,0.19558,-0.62752,0.049703,0.17555,-0.57512
11214,0.89557,-0.036138,0.44345,0.040001,0.9992,0.00064336,-0.44312,0.017162,0.8963,-0.041127,26.324,2.3107,0.0042419,0.22767,0.019552,0.97353,0.018561,0.99616,0.085551,26.423,-31.33,116.55,-559.67,-0.021585,0.17317,-0.55489,-0.054665,0.19583,-0.6277,-0.013566,0.19541,-0.62502,0.049068,0.17503,-0.57254
11218,0.89178,-0.046769,0.45004,0.042439,0.9989,0.019712,-0.45046,0.0015201,0.89279,-1.2648,26.746,3.0021,-0.0046764,0.23148,0.022931,0.97256,-0.0201,0.99493,0.098563,26.907,-32.901,114.52,-555.89,-0.0232,0.17105,-0.54994,-0.055635,0.19511,-0.62265,-0.014562,0.19461,-0.61955,0.047638,0.17299,-0.56712
11220,0.88907,-0.048883,0.45515,0.035906,0.99867,0.037119,-0.45636,-0.016659,0.88964,-2.3892,27.074,3.1471,-0.013835,0.23449,0.021813,0.97177,-0.058645,0.99399,0.092462,27.291,-33.369,113.17,-554.68,-0.023984,0.16963,-0.54772,-0.056106,0.19478,-0.62023,-0.015028,0.19441,-0.61685,0.046978,0.17238,-0.5644
11223,0.88481,-0.053355,0.46289,0.034022,0.99817,0.050022,-0.46471,-0.028511,0.885,-3.235,27.574,3.4508,-0.020229,0.23893,0.022507,0.97056,-0.083992,0.99207,0.093451,27.872,-33.934,111.71,-552.6,-0.025106,0.16815,-0.54477,-0.056562,0.194,-0.61727,-0.015528,0.19397,-0.61353,0.045998,0.171,-0.56093
11227,0.8809,-0.056305,0.46995,0.029501,0.9975,0.064214,-0.47239,-0.042702,0.88036,-4.1718,28.031,3.6573,-0.027573,0.24303,0.022129,0.96937,-0.11228,0.98958,0.090108,28.433,-34.423,110.43,-550.81,-0.025826,0.16677,-0.54212,-0.056763,0.19356,-0.6146,-0.015773,0.19356,-0.61042,0.045331,0.17017,-0.55759
11237,0.87492,-0.069274,0.47928,0.049896,0.99734,0.053069,-0.48169,-0.022517,0.87605,-3.4666,28.639,4.5271,-0.019521,0.24818,0.030776,0.96803,-0.077822,0.98939,0.12269,29.054,-35.189,111.46,-550.96,-0.025295,0.16768,-0.54287,-0.054956,0.19432,-0.61589,-0.013999,0.19339,-0.6114,0.046147,0.1695,-0.55757
11241,0.87263,-0.06511,0.48401,0.055317,0.99787,0.034502,-0.48523,-0.003333,0.87438,-2.2596,28.948,4.2671,-0.0097755,0.25043,0.031115,0.96759,-0.038708,0.99163,0.12321,29.256,-34.36,113.01,-552.61,-0.024056,0.1693,-0.54555,-0.053279,0.19477,-0.61916,-0.012359,0.19358,-0.61443,0.047402,0.1705,-0.55988
11245,0.87063,-0.065377,0.48757,0.068412,0.99759,0.011603,-0.48715,0.023254,0.87301,-0.76143,29.181,4.2943,0.0030119,0.25197,0.034585,0.96711,0.011842,0.99064,0.13597,29.47,-33.36,114.92,-554.65,-0.022722,0.17129,-0.54881,-0.051415,0.19525,-0.62301,-0.010533,0.19395,-0.61818,0.04876,0.17095,-0.56301
11250,0.86665,-0.060372,0.49525,0.075465,0.99709,-0.01051,-0.49317,0.046482,0.86869,0.69317,29.686,3.9849,0.01475,0.25581,0.035156,0.96598,0.05703,0.98908,0.13593,29.978,-31.746,116.94,-558.62,-0.02094,0.17338,-0.55396,-0.048942,0.19579,-0.62893,-0.0080992,0.19442,-0.62369,0.050579,0.17208,-0.5676
11253,0.86423,-0.060669,0.49943,0.086109,0.99589,-0.028027,-0.49568,0.067227,0.8659,1.8539,29.962,4.0156,0.024674,0.25776,0.038019,0.96514,0.094277,0.98489,0.14527,30.344,-31.893,118.64,-561.11,-0.019847,0.17491,-0.5575,-0.047334,0.1965,-0.63284,-0.0065331,0.19434,-0.62756,0.051836,0.173,-0.57067
11256,0.8621,-0.059454,0.50323,0.09612,0.99425,-0.047202,-0.49753,0.089064,0.86286,3.1312,30.214,3.9451,0.035329,0.25946,0.040335,0.96426,0.13335,0.97931,0.15224,30.727,-31.189,120.21,-563.8,-0.018595,0.17642,-0.56125,-0.045623,0.19678,-0.637,-0.0048853,0.19432,-0.63153,0.053006,0.17353,-0.57405
11259,0.85943,-0.049986,0.50881,0.095063,0.99348,-0.06297,-0.50234,0.10249,0.85857,4.1947,30.584,3.3287,0.042942,0.26243,0.037645,0.96326,0.15989,0.97713,0.14017,31.158,-29.636,121.46,-566.93,-0.01739,0.17778,-0.56521,-0.044017,0.19674,-0.64137,-0.0032992,0.19463,-0.63568,0.05437,0.17459,-0.57755
